Year,Region,KerosenePrice_Assumed_Year2005USDPerkg,CarbonPrice_Assumed_Year2005USDPerkg,EffectiveKerosenePrice_WithCarbon_Year2005USDPerkg,Domestic_Fuel_Mt,International_Fuel_Mt,Domestic_RPK,International_RPK,Domestic_Hold_Freight_RTK,International_Hold_Freight_RTK,Domestic_Freighter_RTK,International_Freighter_RTK,Domestic_Passenger_Flights,International_Passenger_Flights,Domestic_Freighter_Flights,International_Freighter_Flights,Domestic_NOx_kt,International_NOx_kt,Domestic_AKM,International_AKM
2006.0,MEA,0.464973089,0.0,0.464973089,0.20806236687894852,9.590112236350251,5891531132.1875,124149753207.625,49686988.862335205,2203365875.484375,163805.9756155014,16151657430.603516,60460.78115081787,459720.9694042206,16.200000000273576,374205.7082941532,3.410440808162093,121.16130469884956,46072352.865234375,1665515649.3632812
2006.0,MDA,0.464973089,0.0,0.464973089,0.0864160137109593,2.717496949917404,2968891394.0786133,60964167069.75,19403877.218248367,848584588.9335938,452.327710846439,2076190172.7421875,60391.94672292471,310333.1386117935,0.0,54038.434799432755,2.1977641432122255,33.099163143953774,26511247.379318237,649404263.7480469
2007.0,AFE,0.464973089,0.0,0.464973089,0.006685048400186133,1.695435041536257,82195796.08203125,28687614844.4375,480770.15840911865,415301517.0390625,769.6000000238419,2012930320.286621,6193.482465267181,113513.2779455185,0.0,40179.377703383565,0.095065711208008,20.984633373183897,1384154.1558151245,322042083.1870117
2007.0,AFN,0.464973089,0.0,0.464973089,0.0,1.2199005066067912,0.0,29061759630.5,0.0,333648609.9277344,0.0,618411421.6679688,0.0,154437.36162090302,0.0,15812.36885279417,0.0,14.071030800812878,0.0,291861963.34375
2007.0,AFW,0.464973089,0.0,0.464973089,0.0,0.5846504778346571,0.0,14332970142.6875,0.0,166102366.60498047,0.0,190255627.69262695,0.0,77087.29586577415,0.0,3472.78515932709,0.0,6.607586300786352,0.0,141932860.7548828
2007.0,AFZ,0.464973089,0.0,0.464973089,0.22197927161323605,1.4467991206802253,7688397096.5,34305657247.75,50021123.67578125,485857198.4511719,84581.6042060852,248666935.53961182,67979.91563034058,84121.93309760094,8.399999999906868,1448.0870244503021,3.9353423598222435,19.657554529665504,68090006.69140625,212518657.00830078
2007.0,NIG,0.464973089,0.0,0.464973089,0.062246011300885584,0.328685114523978,1529364372.3125,6817494813.5,4031121.789794922,62767270.66015625,5690.400000095367,211158165.15625,30105.578203201294,33709.99610900879,0.7999999999883585,1374.3571428656578,0.9090171004645526,4.107316689798608,16944441.440429688,59542104.12109375
2007.0,RUS,0.464973089,0.0,0.464973089,0.7337631318951026,3.13018301082775,19647375109.0,71987391804.0,124300314.953125,687289413.46875,551913154.40625,3058210873.5,110872.18761444092,301985.5227203369,39494.39999961853,64062.81686782837,10.122712688986212,36.90119954943657,220951597.0546875,801218624.5
2007.0,ASC,0.464973089,0.0,0.464973089,0.017758189756932552,0.7172751445832546,618982829.625,16563025908.125,6930166.720458984,239771783.57080078,7302.399999856949,644096289.0410156,5168.421684741974,76902.6098856926,0.7999999999883585,18734.487023711205,0.2879685174411861,8.238915995752905,5659872.857666016,188088702.13476562
2007.0,ASE,0.464973089,0.0,0.464973089,0.459594170597029,10.106228690679927,13724042796.355469,220838155229.3125,87249429.23712158,4129888893.7368164,155294.4000030756,5112119918.677551,181137.543299675,506763.04703593254,16.79999999998836,67452.04681346985,7.659616982768057,132.9238365704805,125340057.4319458,1543655315.9589844
