Year,Region,RegionIndex,KER_price ($/kg),CO2_price ($/kgCO2)
2030,AFN,1,0.639263749,0.0
2030,AFW,2,0.639263749,0.0
2030,AFZ,3,0.639263749,0.0
2030,NIG,4,0.639263749,0.0
2030,RUS,5,0.644396321,0.0
2030,ASC,6,0.662627704,0.0
2030,ASE,7,0.662627704,0.0
2030,CHN,8,0.665238493,1.16e-14
2030,IDN,9,0.662627704,0.0
2030,IND,10,0.657236172,0.0
2030,ASO,11,0.662627704,0.0
2030,JPN,12,0.605089145,0.0
2030,SKT,13,0.570021827,0.0
2030,ANZ,14,0.658853678,0.0
2030,USA,15,0.63111469,0.0
2030,CAN,16,0.650775068,0.0
2030,LAM,17,0.634010584,0.0
2030,BRA,18,0.634010584,0.0
2030,MEX,19,0.633284138,0.0
2030,CHL,20,0.634010584,0.0
2030,ENE,21,0.646224419,0.0
2030,ENW,22,0.646224419,0.0
2030,EUE,23,0.644548816,0.0
2030,EUW,24,0.644548816,0.0
2030,EUM,25,0.644548816,0.0
2030,MEA,26,0.653223246,0.0
2030,MDA,27,0.653223246,0.0
2030,UK,28,0.644548815,0.0
2031,AFE,0,0.637431035,0.0
2031,AFN,1,0.637431035,0.0
2031,AFW,2,0.637431035,0.0
2031,AFZ,3,0.637431035,0.0
2031,NIG,4,0.637431035,0.0
2031,RUS,5,0.630159622,0.0
2031,ASC,6,0.660498688,0.0
2031,ASE,7,0.660498688,0.0
2031,CHN,8,0.658000701,1.75e-14
2031,IDN,9,0.660498688,0.0
2031,IND,10,0.649863991,0.0
2031,ASO,11,0.660498688,0.0
2031,JPN,12,0.607970337,0.0
2031,SKT,13,0.576805011,0.0
2031,ANZ,14,0.656044736,0.0
2031,USA,15,0.631067985,0.0
2031,CAN,16,0.648007573,0.0
2031,LAM,17,0.634381317,0.0
2031,BRA,18,0.634381317,0.0
2031,MEX,19,0.631712739,0.0
2031,CHL,20,0.634381317,0.0
2031,ENE,21,0.645541889,0.0
2031,ENW,22,0.645541889,0.0
2031,EUE,23,0.644405381,0.0
2031,EUW,24,0.644405381,0.0
2031,EUM,25,0.644405381,0.0
2031,MEA,26,0.649954304,0.0
2031,MDA,27,0.649954304,0.0
2031,UK,28,0.644405381,0.0
2032,AFE,0,0.63559832,0.0
2032,AFN,1,0.63559832,0.0
2032,AFW,2,0.63559832,0.0
2032,AFZ,3,0.63559832,0.0
2032,NIG,4,0.63559832,0.0
2032,RUS,5,0.615922922,0.0
2032,ASC,6,0.658369671,0.0
2032,ASE,7,0.658369671,0.0
2032,CHN,8,0.65076291,2.34e-14
2032,IDN,9,0.658369671,0.0
2032,IND,10,0.64249181,0.0
2032,ASO,11,0.658369671,0.0
2032,JPN,12,0.610851529,0.0
2032,SKT,13,0.583588196,0.0
2032,ANZ,14,0.653235793,0.0
2032,USA,15,0.631021281,0.0
2032,CAN,16,0.645240077,0.0
2032,LAM,17,0.634752049,0.0
2032,BRA,18,0.634752049,0.0
2032,MEX,19,0.630141339,0.0
2032,CHL,20,0.634752049,0.0
2032,ENE,21,0.644859358,0.0
2032,ENW,22,0.644859358,0.0
2032,EUE,23,0.644261947,0.0
2032,EUW,24,0.644261947,0.0
2032,EUM,25,0.644261947,0.0
2032,MEA,26,0.646685362,0.0
2032,MDA,27,0.646685362,0.0
2032,UK,28,0.644261947,0.0
2033,AFE,0,0.633765606,0.0
2033,AFN,1,0.633765606,0.0
2033,AFW,2,0.633765606,0.0
2033,AFZ,3,0.633765606,0.0
2033,NIG,4,0.633765606,0.0
2033,RUS,5,0.601686223,0.0
2033,ASC,6,0.656240654,0.0
2033,ASE,7,0.656240654,0.0
2033,CHN,8,0.643525118,2.93e-14
2033,IDN,9,0.656240654,0.0
2033,IND,10,0.635119629,0.0
2033,ASO,11,0.656240654,0.0
2033,JPN,12,0.613732721,0.0
2033,SKT,13,0.590371381,0.0
2033,ANZ,14,0.650426851,0.0
2033,USA,15,0.630974576,0.0
2033,CAN,16,0.642472581,0.0
2033,LAM,17,0.635122782,0.0
2033,BRA,18,0.635122782,0.0
2033,MEX,19,0.62856994,0.0
2033,CHL,20,0.635122782,0.0
2033,ENE,21,0.644176828,0.0
2033,ENW,22,0.644176828,0.0
2033,EUE,23,0.644118513,0.0
2033,EUW,24,0.644118513,0.0
2033,EUM,25,0.644118513,0.0
2033,MEA,26,0.64341642,0.0
2033,MDA,27,0.64341642,0.0
2033,UK,28,0.644118513,0.0
2034,AFE,0,0.631932892,0.0
2034,AFN,1,0.631932892,0.0
2034,AFW,2,0.631932892,0.0
2034,AFZ,3,0.631932892,0.0
2034,NIG,4,0.631932892,0.0
2034,RUS,5,0.587449524,0.0
2034,ASC,6,0.654111637,0.0
2034,ASE,7,0.654111637,0.0
2034,CHN,8,0.636287327,3.53e-14
2034,IDN,9,0.654111637,0.0
2034,IND,10,0.627747448,0.0
2034,ASO,11,0.654111637,0.0
2034,JPN,12,0.616613913,0.0
2034,SKT,13,0.597154566,0.0
2034,ANZ,14,0.647617909,0.0
2034,USA,15,0.630927871,0.0
2034,CAN,16,0.639705086,0.0
2034,LAM,17,0.635493515,0.0
2034,BRA,18,0.635493515,0.0
2034,MEX,19,0.62699854,0.0
2034,CHL,20,0.635493515,0.0
2034,ENE,21,0.643494297,0.0
2034,ENW,22,0.643494297,0.0
2034,EUE,23,0.643975078,0.0
2034,EUW,24,0.643975078,0.0
2034,EUM,25,0.643975078,0.0
2034,MEA,26,0.640147478,0.0
2034,MDA,27,0.640147478,0.0
2034,UK,28,0.643975078,0.0
2035,AFE,0,0.630100178,0.0
2035,AFN,1,0.630100178,0.0
2035,AFW,2,0.630100178,0.0
2035,AFZ,3,0.630100178,0.0
2035,NIG,4,0.630100178,0.0
2035,RUS,5,0.573212824,0.0
2035,ASC,6,0.651982621,0.0
2035,ASE,7,0.651982621,0.0
2035,CHN,8,0.629049535,4.12e-14
2035,IDN,9,0.651982621,0.0
2035,IND,10,0.620375267,0.0
2035,ASO,11,0.651982621,0.0
2035,JPN,12,0.619495105,0.0
2035,SKT,13,0.60393775,0.0
2035,ANZ,14,0.644808967,0.0
2035,USA,15,0.630881167,0.0
2035,CAN,16,0.63693759,0.0
2035,LAM,17,0.635864247,0.0
2035,BRA,18,0.635864247,0.0
2035,MEX,19,0.625427141,0.0
2035,CHL,20,0.635864247,0.0
2035,ENE,21,0.642811766,0.0
2035,ENW,22,0.642811766,0.0
2035,EUE,23,0.643831644,0.0
2035,EUW,24,0.643831644,0.0
2035,EUM,25,0.643831644,0.0
2035,MEA,26,0.636878536,0.0
2035,MDA,27,0.636878536,0.0
2035,UK,28,0.643831644,0.0
2036,AFE,0,0.628267463,0.0
2036,AFN,1,0.628267463,0.0
2036,AFW,2,0.628267463,0.0
2036,AFZ,3,0.628267463,0.0
2036,NIG,4,0.628267463,0.0
2036,RUS,5,0.558976125,0.0
2036,ASC,6,0.649853604,0.0
2036,ASE,7,0.649853604,0.0
2036,CHN,8,0.621811744,4.71e-14
2036,IDN,9,0.649853604,0.0
2036,IND,10,0.613003086,0.0
2036,ASO,11,0.649853604,0.0
2036,JPN,12,0.622376297,0.0
2036,SKT,13,0.610720935,0.0
2036,ANZ,14,0.642000024,0.0
2036,USA,15,0.630834462,0.0
2036,CAN,16,0.634170094,0.0
2036,LAM,17,0.63623498,0.0
2036,BRA,18,0.63623498,0.0
2036,MEX,19,0.623855741,0.0
2036,CHL,20,0.63623498,0.0
2036,ENE,21,0.642129236,0.0
2036,ENW,22,0.642129236,0.0
2036,EUE,23,0.64368821,0.0
2036,EUW,24,0.64368821,0.0
2036,EUM,25,0.64368821,0.0
2036,MEA,26,0.633609594,0.0
2036,MDA,27,0.633609594,0.0
2036,UK,28,0.64368821,0.0
2037,AFE,0,0.626434749,0.0
2037,AFN,1,0.626434749,0.0
2037,AFW,2,0.626434749,0.0
2037,AFZ,3,0.626434749,0.0
2037,NIG,4,0.626434749,0.0
2037,RUS,5,0.544739426,0.0
2037,ASC,6,0.647724587,0.0
2037,ASE,7,0.647724587,0.0
2037,CHN,8,0.614573952,5.31e-14
2037,IDN,9,0.647724587,0.0
2037,IND,10,0.605630905,0.0
2037,ASO,11,0.647724587,0.0
2037,JPN,12,0.625257489,0.0
2037,SKT,13,0.61750412,0.0
2037,ANZ,14,0.639191082,0.0
2037,USA,15,0.630787757,0.0
2037,CAN,16,0.631402599,0.0
2037,LAM,17,0.636605713,0.0
2037,BRA,18,0.636605713,0.0
2037,MEX,19,0.622284342,0.0
2037,CHL,20,0.636605713,0.0
2037,ENE,21,0.641446705,0.0
2037,ENW,22,0.641446705,0.0
2037,EUE,23,0.643544775,0.0
2037,EUW,24,0.643544775,0.0
2037,EUM,25,0.643544775,0.0
2037,MEA,26,0.630340651,0.0
2037,MDA,27,0.630340651,0.0
2037,UK,28,0.643544776,0.0
2038,AFE,0,0.624602035,0.0
2038,AFN,1,0.624602035,0.0
2038,AFW,2,0.624602035,0.0
2038,AFZ,3,0.624602035,0.0
2038,NIG,4,0.624602035,0.0
2038,RUS,5,0.530502727,0.0
2038,ASC,6,0.64559557,0.0
2038,ASE,7,0.64559557,0.0
2038,CHN,8,0.607336161,5.9e-14
2038,IDN,9,0.64559557,0.0
2038,IND,10,0.598258724,0.0
2038,ASO,11,0.64559557,0.0
2038,JPN,12,0.628138681,0.0
2038,SKT,13,0.624287304,0.0
2038,ANZ,14,0.63638214,0.0
2038,USA,15,0.630741053,0.0
2038,CAN,16,0.628635103,0.0
2038,LAM,17,0.636976446,0.0
2038,BRA,18,0.636976446,0.0
2038,MEX,19,0.620712942,0.0
2038,CHL,20,0.636976446,0.0
2038,ENE,21,0.640764175,0.0
2038,ENW,22,0.640764175,0.0
2038,EUE,23,0.643401341,0.0
2038,EUW,24,0.643401341,0.0
2038,EUM,25,0.643401341,0.0
2038,MEA,26,0.627071709,0.0
2038,MDA,27,0.627071709,0.0
2038,UK,28,0.643401341,0.0
2039,AFE,0,0.622769321,0.0
2039,AFN,1,0.622769321,0.0
2039,AFW,2,0.622769321,0.0
2039,AFZ,3,0.622769321,0.0
2039,NIG,4,0.622769321,0.0
2039,RUS,5,0.516266027,0.0
2039,ASC,6,0.643466554,0.0
2039,ASE,7,0.643466554,0.0
2039,CHN,8,0.60009837,6.49e-14
2039,IDN,9,0.643466554,0.0
2039,IND,10,0.590886543,0.0
2039,ASO,11,0.643466554,0.0
2039,JPN,12,0.631019873,0.0
2039,SKT,13,0.631070489,0.0
2039,ANZ,14,0.633573198,0.0
2039,USA,15,0.630694348,0.0
2039,CAN,16,0.625867608,0.0
2039,LAM,17,0.637347178,0.0
2039,BRA,18,0.637347178,0.0
2039,MEX,19,0.619141542,0.0
2039,CHL,20,0.637347178,0.0
2039,ENE,21,0.640081644,0.0
2039,ENW,22,0.640081644,0.0
2039,EUE,23,0.643257907,0.0
2039,EUW,24,0.643257907,0.0
2039,EUM,25,0.643257907,0.0
2039,MEA,26,0.623802767,0.0
2039,MDA,27,0.623802767,0.0
2039,UK,28,0.643257907,0.0
2040,AFE,0,0.620936606,0.0
2040,AFN,1,0.620936606,0.0
2040,AFW,2,0.620936606,0.0
2040,AFZ,3,0.620936606,0.0
2040,NIG,4,0.620936606,0.0
2040,RUS,5,0.502029328,0.0
2040,ASC,6,0.641337537,0.0
2040,ASE,7,0.641337537,0.0
2040,CHN,8,0.592860578,7.08e-14
2040,IDN,9,0.641337537,0.0
2040,IND,10,0.583514363,0.0
2040,ASO,11,0.641337537,0.0
2040,JPN,12,0.633901065,0.0
2040,SKT,13,0.637853674,0.0
2040,ANZ,14,0.630764255,0.0
2040,USA,15,0.630647643,0.0
2040,CAN,16,0.623100112,0.0
2040,LAM,17,0.637717911,0.0
2040,BRA,18,0.637717911,0.0
2040,MEX,19,0.617570143,0.0
2040,CHL,20,0.637717911,0.0
2040,ENE,21,0.639399114,0.0
2040,ENW,22,0.639399114,0.0
2040,EUE,23,0.643114473,0.0
2040,EUW,24,0.643114473,0.0
2040,EUM,25,0.643114473,0.0
2040,MEA,26,0.620533825,0.0
2040,MDA,27,0.620533825,0.0
2040,UK,28,0.643114473,0.0
2041,AFE,0,0.618858674,0.0
2041,AFN,1,0.618858674,0.0
2041,AFW,2,0.618858674,0.0
2041,AFZ,3,0.618858674,0.0
2041,NIG,4,0.618858674,0.0
2041,RUS,5,0.479305124,0.0
2041,ASC,6,0.640626701,0.0
2041,ASE,7,0.640626701,0.0
2041,CHN,8,0.583581152,7.59e-14
2041,IDN,9,0.640626701,0.0
2041,IND,10,0.580368194,0.0
2041,ASO,11,0.640626701,0.0
2041,JPN,12,0.633195218,0.0
2041,SKT,13,0.6364416,0.0
2041,ANZ,14,0.630066469,0.0
2041,USA,15,0.627392749,0.0
2041,CAN,16,0.622411565,0.0
2041,LAM,17,0.636060736,0.0
2041,BRA,18,0.636060736,0.0
2041,MEX,19,0.612608214,0.0
2041,CHL,20,0.636060736,0.0
2041,ENE,21,0.623575228,0.0
2041,ENW,22,0.623575228,0.0
2041,EUE,23,0.641056355,0.0
2041,EUW,24,0.641056355,0.0
2041,EUM,25,0.641056355,0.0
2041,MEA,26,0.619842411,0.0
2041,MDA,27,0.619842411,0.0
2041,UK,28,0.644654964,0.0
2042,AFE,0,0.616780741,0.0
2042,AFN,1,0.616780741,0.0
2042,AFW,2,0.616780741,0.0
2042,AFZ,3,0.616780741,0.0
2042,NIG,4,0.616780741,0.0
2042,RUS,5,0.45658092,0.0
2042,ASC,6,0.639915864,0.0
2042,ASE,7,0.639915864,0.0
2042,CHN,8,0.574301726,8.1e-14
2042,IDN,9,0.639915864,0.0
2042,IND,10,0.577222026,0.0
2042,ASO,11,0.639915864,0.0
2042,JPN,12,0.63248937,0.0
2042,SKT,13,0.635029527,0.0
2042,ANZ,14,0.629368683,0.0
2042,USA,15,0.624137855,0.0
2042,CAN,16,0.621723019,0.0
2042,LAM,17,0.634403561,0.0
2042,BRA,18,0.634403561,0.0
2042,MEX,19,0.607646285,0.0
2042,CHL,20,0.634403561,0.0
2042,ENE,21,0.607751342,0.0
2042,ENW,22,0.607751342,0.0
2042,EUE,23,0.638998238,0.0
2042,EUW,24,0.638998238,0.0
2042,EUM,25,0.638998238,0.0
2042,MEA,26,0.619150998,0.0
2042,MDA,27,0.619150998,0.0
2042,UK,28,0.646195456,0.0
2043,AFE,0,0.614702809,0.0
2043,AFN,1,0.614702809,0.0
2043,AFW,2,0.614702809,0.0
2043,AFZ,3,0.614702809,0.0
2043,NIG,4,0.614702809,0.0
2043,RUS,5,0.433856716,0.0
2043,ASC,6,0.639205028,0.0
2043,ASE,7,0.639205028,0.0
2043,CHN,8,0.565022299,8.61e-14
2043,IDN,9,0.639205028,0.0
2043,IND,10,0.574075857,0.0
2043,ASO,11,0.639205028,0.0
2043,JPN,12,0.631783522,0.0
2043,SKT,13,0.633617453,0.0
2043,ANZ,14,0.628670897,0.0
2043,USA,15,0.620882961,0.0
2043,CAN,16,0.621034473,0.0
2043,LAM,17,0.632746386,0.0
2043,BRA,18,0.632746386,0.0
2043,MEX,19,0.602684356,0.0
2043,CHL,20,0.632746386,0.0
2043,ENE,21,0.591927456,0.0
2043,ENW,22,0.591927456,0.0
2043,EUE,23,0.636940121,0.0
2043,EUW,24,0.636940121,0.0
2043,EUM,25,0.636940121,0.0
2043,MEA,26,0.618459584,0.0
2043,MDA,27,0.618459584,0.0
2043,UK,28,0.647735947,0.0
2044,AFE,0,0.612624876,0.0
2044,AFN,1,0.612624876,0.0
2044,AFW,2,0.612624876,0.0
2044,AFZ,3,0.612624876,0.0
2044,NIG,4,0.612624876,0.0
2044,RUS,5,0.411132512,0.0
2044,ASC,6,0.638494192,0.0
2044,ASE,7,0.638494192,0.0
2044,CHN,8,0.555742873,9.12e-14
2044,IDN,9,0.638494192,0.0
2044,IND,10,0.570929689,0.0
2044,ASO,11,0.638494192,0.0
2044,JPN,12,0.631077675,0.0
2044,SKT,13,0.632205379,0.0
2044,ANZ,14,0.627973111,0.0
2044,USA,15,0.617628067,0.0
2044,CAN,16,0.620345926,0.0
2044,LAM,17,0.63108921,0.0
2044,BRA,18,0.63108921,0.0
2044,MEX,19,0.597722428,0.0
2044,CHL,20,0.63108921,0.0
2044,ENE,21,0.57610357,0.0
2044,ENW,22,0.57610357,0.0
2044,EUE,23,0.634882004,0.0
2044,EUW,24,0.634882004,0.0
2044,EUM,25,0.634882004,0.0
2044,MEA,26,0.61776817,0.0
2044,MDA,27,0.61776817,0.0
2044,UK,28,0.649276439,0.0
2045,AFE,0,0.610546943,0.0
2045,AFN,1,0.610546943,0.0
2045,AFW,2,0.610546943,0.0
2045,AFZ,3,0.610546943,0.0
2045,NIG,4,0.610546943,0.0
2045,RUS,5,0.388408308,0.0
2045,ASC,6,0.637783356,0.0
2045,ASE,7,0.637783356,0.0
2045,CHN,8,0.546463447,9.63e-14
2045,IDN,9,0.637783356,0.0
2045,IND,10,0.567783521,0.0
2045,ASO,11,0.637783356,0.0
2045,JPN,12,0.630371827,0.0
2045,SKT,13,0.630793306,0.0
2045,ANZ,14,0.627275324,0.0
2045,USA,15,0.614373173,0.0
2045,CAN,16,0.61965738,0.0
2045,LAM,17,0.629432035,0.0
2045,BRA,18,0.629432035,0.0
2045,MEX,19,0.592760499,0.0
2045,CHL,20,0.629432035,0.0
2045,ENE,21,0.560279684,0.0
2045,ENW,22,0.560279684,0.0
2045,EUE,23,0.632823887,0.0
2045,EUW,24,0.632823887,0.0
2045,EUM,25,0.632823887,0.0
2045,MEA,26,0.617076757,0.0
2045,MDA,27,0.617076757,0.0
2045,UK,28,0.65081693,0.0
2046,AFE,0,0.608469011,0.0
2046,AFN,1,0.608469011,0.0
2046,AFW,2,0.608469011,0.0
2046,AFZ,3,0.608469011,0.0
2046,NIG,4,0.608469011,0.0
2046,RUS,5,0.365684103,0.0
2046,ASC,6,0.637072519,0.0
2046,ASE,7,0.637072519,0.0
2046,CHN,8,0.53718402,1.01e-13
2046,IDN,9,0.637072519,0.0
2046,IND,10,0.564637352,0.0
2046,ASO,11,0.637072519,0.0
2046,JPN,12,0.629665979,0.0
2046,SKT,13,0.629381232,0.0
2046,ANZ,14,0.626577538,0.0
2046,USA,15,0.611118279,0.0
2046,CAN,16,0.618968833,0.0
2046,LAM,17,0.62777486,0.0
2046,BRA,18,0.62777486,0.0
2046,MEX,19,0.58779857,0.0
2046,CHL,20,0.62777486,0.0
2046,ENE,21,0.544455798,0.0
2046,ENW,22,0.544455798,0.0
2046,EUE,23,0.63076577,0.0
2046,EUW,24,0.63076577,0.0
2046,EUM,25,0.63076577,0.0
2046,MEA,26,0.616385343,0.0
2046,MDA,27,0.616385343,0.0
2046,UK,28,0.652357421,0.0
2047,AFE,0,0.606391078,0.0
2047,AFN,1,0.606391078,0.0
2047,AFW,2,0.606391078,0.0
2047,AFZ,3,0.606391078,0.0
2047,NIG,4,0.606391078,0.0
2047,RUS,5,0.342959899,0.0
2047,ASC,6,0.636361683,0.0
2047,ASE,7,0.636361683,0.0
2047,CHN,8,0.527904594,1.06e-13
2047,IDN,9,0.636361683,0.0
2047,IND,10,0.561491184,0.0
2047,ASO,11,0.636361683,0.0
2047,JPN,12,0.628960132,0.0
2047,SKT,13,0.627969158,0.0
2047,ANZ,14,0.625879752,0.0
2047,USA,15,0.607863386,0.0
2047,CAN,16,0.618280287,0.0
2047,LAM,17,0.626117685,0.0
2047,BRA,18,0.626117685,0.0
2047,MEX,19,0.582836641,0.0
2047,CHL,20,0.626117685,0.0
2047,ENE,21,0.528631912,0.0
2047,ENW,22,0.528631912,0.0
2047,EUE,23,0.628707653,0.0
2047,EUW,24,0.628707653,0.0
2047,EUM,25,0.628707653,0.0
2047,MEA,26,0.61569393,0.0
2047,MDA,27,0.61569393,0.0
2047,UK,28,0.653897913,0.0
2048,AFE,0,0.604313146,0.0
2048,AFN,1,0.604313146,0.0
2048,AFW,2,0.604313146,0.0
2048,AFZ,3,0.604313146,0.0
2048,NIG,4,0.604313146,0.0
2048,RUS,5,0.320235695,0.0
2048,ASC,6,0.635650847,0.0
2048,ASE,7,0.635650847,0.0
2048,CHN,8,0.518625168,1.12e-13
2048,IDN,9,0.635650847,0.0
2048,IND,10,0.558345016,0.0
2048,ASO,11,0.635650847,0.0
2048,JPN,12,0.628254284,0.0
2048,SKT,13,0.626557085,0.0
2048,ANZ,14,0.625181966,0.0
2048,USA,15,0.604608492,0.0
2048,CAN,16,0.61759174,0.0
2048,LAM,17,0.62446051,0.0
2048,BRA,18,0.62446051,0.0
2048,MEX,19,0.577874712,0.0
2048,CHL,20,0.62446051,0.0
2048,ENE,21,0.512808026,0.0
2048,ENW,22,0.512808026,0.0
2048,EUE,23,0.626649536,0.0
2048,EUW,24,0.626649536,0.0
2048,EUM,25,0.626649536,0.0
2048,MEA,26,0.615002516,0.0
2048,MDA,27,0.615002516,0.0
2048,UK,28,0.655438404,0.0
2049,AFE,0,0.602235213,0.0
2049,AFN,1,0.602235213,0.0
2049,AFW,2,0.602235213,0.0
2049,AFZ,3,0.602235213,0.0
2049,NIG,4,0.602235213,0.0
2049,RUS,5,0.297511491,0.0
2049,ASC,6,0.63494001,0.0
2049,ASE,7,0.63494001,0.0
2049,CHN,8,0.509345741,1.17e-13
2049,IDN,9,0.63494001,0.0
2049,IND,10,0.555198847,0.0
2049,ASO,11,0.63494001,0.0
2049,JPN,12,0.627548436,0.0
2049,SKT,13,0.625145011,0.0
2049,ANZ,14,0.62448418,0.0
2049,USA,15,0.601353598,0.0
2049,CAN,16,0.616903194,0.0
2049,LAM,17,0.622803335,0.0
2049,BRA,18,0.622803335,0.0
2049,MEX,19,0.572912783,0.0
2049,CHL,20,0.622803335,0.0
2049,ENE,21,0.49698414,0.0
2049,ENW,22,0.49698414,0.0
2049,EUE,23,0.624591419,0.0
2049,EUW,24,0.624591419,0.0
2049,EUM,25,0.624591419,0.0
2049,MEA,26,0.614311102,0.0
2049,MDA,27,0.614311102,0.0
2049,UK,28,0.656978896,0.0
2050,AFE,0,0.600157281,0.0
2050,AFN,1,0.600157281,0.0
2050,AFW,2,0.600157281,0.0
2050,AFZ,3,0.600157281,0.0
2050,NIG,4,0.600157281,0.0
2050,RUS,5,0.274787287,0.0
2050,ASC,6,0.634229174,0.0
2050,ASE,7,0.634229174,0.0
2050,CHN,8,0.500066315,1.22e-13
2050,IDN,9,0.634229174,0.0
2050,IND,10,0.552052679,0.0
2050,ASO,11,0.634229174,0.0
2050,JPN,12,0.626842589,0.0
2050,SKT,13,0.623732938,0.0
2050,ANZ,14,0.623786394,0.0
2050,USA,15,0.598098704,0.0
2050,CAN,16,0.616214647,0.0
2050,LAM,17,0.62114616,0.0
2050,BRA,18,0.62114616,0.0
2050,MEX,19,0.567950855,0.0
2050,CHL,20,0.62114616,0.0
2050,ENE,21,0.481160254,0.0
2050,ENW,22,0.481160254,0.0
2050,EUE,23,0.622533301,0.0
2050,EUW,24,0.622533301,0.0
2050,EUM,25,0.622533301,0.0
2050,MEA,26,0.613619689,0.0
2050,MDA,27,0.613619689,0.0
2050,UK,28,0.658519387,0.0
2051,AFE,0,0.607995129,0.0
2051,AFN,1,0.607995129,0.0
2051,AFW,2,0.607995129,0.0
2051,AFZ,3,0.607995129,0.0
2051,NIG,4,0.607995129,0.0
2051,RUS,5,0.280433498,0.0
2051,ASC,6,0.642098254,0.0
2051,ASE,7,0.642098254,0.0
2051,CHN,8,0.500681487,1.28e-13
2051,IDN,9,0.642098254,0.0
2051,IND,10,0.559477156,0.0
2051,ASO,11,0.642098254,0.0
2051,JPN,12,0.632137425,0.0
2051,SKT,13,0.627493671,0.0
2051,ANZ,14,0.629083789,0.0
2051,USA,15,0.588614206,0.0
2051,CAN,16,0.621517366,0.0
2051,LAM,17,0.626942307,0.0
2051,BRA,18,0.626942307,0.0
2051,MEX,19,0.561412274,0.0
2051,CHL,20,0.626942307,0.0
2051,ENE,21,0.474391255,0.0
2051,ENW,22,0.474391255,0.0
2051,EUE,23,0.628439665,0.0
2051,EUW,24,0.628439665,0.0
2051,EUM,25,0.628439665,0.0
2051,MEA,26,0.621411155,0.0
2051,MDA,27,0.621411155,0.0
2051,UK,28,0.658358443,0.0
2052,AFE,0,0.615832977,0.0
2052,AFN,1,0.615832977,0.0
2052,AFW,2,0.615832977,0.0
2052,AFZ,3,0.615832977,0.0
2052,NIG,4,0.615832977,0.0
2052,RUS,5,0.286079709,0.0
2052,ASC,6,0.649967334,0.0
2052,ASE,7,0.649967334,0.0
2052,CHN,8,0.501296658,1.34e-13
2052,IDN,9,0.649967334,0.0
2052,IND,10,0.566901633,0.0
2052,ASO,11,0.649967334,0.0
2052,JPN,12,0.63743226,0.0
2052,SKT,13,0.631254404,0.0
2052,ANZ,14,0.634381185,0.0
2052,USA,15,0.579129708,0.0
2052,CAN,16,0.626820084,0.0
2052,LAM,17,0.632738455,0.0
2052,BRA,18,0.632738455,0.0
2052,MEX,19,0.554873693,0.0
2052,CHL,20,0.632738455,0.0
2052,ENE,21,0.467622255,0.0
2052,ENW,22,0.467622255,0.0
2052,EUE,23,0.634346029,0.0
2052,EUW,24,0.634346029,0.0
2052,EUM,25,0.634346029,0.0
2052,MEA,26,0.629202622,0.0
2052,MDA,27,0.629202622,0.0
2052,UK,28,0.658197498,0.0
2053,AFE,0,0.623670825,0.0
2053,AFN,1,0.623670825,0.0
2053,AFW,2,0.623670825,0.0
2053,AFZ,3,0.623670825,0.0
2053,NIG,4,0.623670825,0.0
2053,RUS,5,0.29172592,0.0
2053,ASC,6,0.657836413,0.0
2053,ASE,7,0.657836413,0.0
2053,CHN,8,0.50191183,1.4e-13
2053,IDN,9,0.657836413,0.0
2053,IND,10,0.57432611,0.0
2053,ASO,11,0.657836413,0.0
2053,JPN,12,0.642727096,0.0
2053,SKT,13,0.635015137,0.0
2053,ANZ,14,0.639678581,0.0
2053,USA,15,0.56964521,0.0
2053,CAN,16,0.632122802,0.0
2053,LAM,17,0.638534603,0.0
2053,BRA,18,0.638534603,0.0
2053,MEX,19,0.548335112,0.0
2053,CHL,20,0.638534603,0.0
2053,ENE,21,0.460853255,0.0
2053,ENW,22,0.460853255,0.0
2053,EUE,23,0.640252393,0.0
2053,EUW,24,0.640252393,0.0
2053,EUM,25,0.640252393,0.0
2053,MEA,26,0.636994089,0.0
2053,MDA,27,0.636994089,0.0
2053,UK,28,0.658036553,0.0
2054,AFE,0,0.631508674,0.0
2054,AFN,1,0.631508674,0.0
2054,AFW,2,0.631508674,0.0
2054,AFZ,3,0.631508674,0.0
2054,NIG,4,0.631508674,0.0
2054,RUS,5,0.29737213,0.0
2054,ASC,6,0.665705493,0.0
2054,ASE,7,0.665705493,0.0
2054,CHN,8,0.502527001,1.47e-13
2054,IDN,9,0.665705493,0.0
2054,IND,10,0.581750586,0.0
2054,ASO,11,0.665705493,0.0
2054,JPN,12,0.648021932,0.0
2054,SKT,13,0.63877587,0.0
2054,ANZ,14,0.644975976,0.0
2054,USA,15,0.560160712,0.0
2054,CAN,16,0.637425521,0.0
2054,LAM,17,0.64433075,0.0
2054,BRA,18,0.64433075,0.0
2054,MEX,19,0.541796531,0.0
2054,CHL,20,0.64433075,0.0
2054,ENE,21,0.454084255,0.0
2054,ENW,22,0.454084255,0.0
2054,EUE,23,0.646158757,0.0
2054,EUW,24,0.646158757,0.0
2054,EUM,25,0.646158757,0.0
2054,MEA,26,0.644785555,0.0
2054,MDA,27,0.644785555,0.0
2054,UK,28,0.657875608,0.0
2055,AFE,0,0.639346522,0.0
2055,AFN,1,0.639346522,0.0
2055,AFW,2,0.639346522,0.0
2055,AFZ,3,0.639346522,0.0
2055,NIG,4,0.639346522,0.0
2055,RUS,5,0.303018341,0.0
2055,ASC,6,0.673574572,0.0
2055,ASE,7,0.673574572,0.0
